Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"DDT p,p'","Raspberries","652","0"," "," "," ","0.0025 - 0.076","M","0.1 AL"
"DDT p,p'","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.076","M","0.1 AL"
"DDT p,p'","Summer Squash","363","8","2.2","0.003","0.013","0.0025","M","0.1 AL"
"DDT p,p'","Winter Squash","187","0"," "," "," ","0.003","M","0.1 AL"
"DEF (Tribufos)","Celery","346","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Fish, Salmon","352","0"," "," "," ","0.002","M","NA"
"DEF (Tribufos)","Grape Juice","176","0"," "," "," ","0.002","M","NT"
"DEF (Tribufos)","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Plums","507","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Winter Squash","187","0"," "," "," ","0.0015","M","NT"
"Deltamethrin  (includes parent Tralomethrin)","Apple Juice","379","0"," "," "," ","0.015","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Baby Food - Applesauce","379","0"," "," "," ","0.0015","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Baby Food - Peas","378","0"," "," "," ","0.05","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Bananas","708","0"," "," "," ","0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Broccoli","707","0"," "," "," ","0.0075","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Carrots","712","0"," "," "," ","0.02","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Cauliflower","532","21","3.9","0.02","0.02","0.012","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Celery","708","78","11","0.02","0.02","0.005 - 0.04","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Fish, Salmon","352","0"," "," "," ","0.015","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Grape Juice","176","0"," "," "," ","0.015","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Green Beans","378","0"," "," "," ","0.05","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Infant Formula, Dairy-based","177","0"," "," "," ","0.012 - 0.04","M","0.02"
"Deltamethrin  (includes parent Tralomethrin)","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","0.1"
"Deltamethrin  (includes parent Tralomethrin)","Mushrooms","532","0"," "," "," ","0.015","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Nectarines","543","0"," "," "," ","0.02","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Peaches","285","0"," "," "," ","0.0075","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Plums","507","0"," "," "," ","0.005","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Raspberries","652","0"," "," "," ","0.005 - 0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Raspberries, Frozen","53","0"," "," "," ","0.005 - 0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Summer Squash","709","0"," "," "," ","0.005 - 0.1","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Water, Finished","43","0"," "," "," ","84","T",""
"Deltamethrin  (includes parent Tralomethrin)","Water, Groundwater","2","0"," "," "," ","84","T",""
"Deltamethrin  (includes parent Tralomethrin)","Water, Untreated","43","0"," "," "," ","84","T",""
"Deltamethrin  (includes parent Tralomethrin)","Winter Squash","187","0"," "," "," ","0.012","M","0.2"
"Demeton-O","Celery","346","0"," "," "," ","0.02","M","NT"
"Demeton-O","Infant Formula, Soy-based","179","0"," "," "," ","0.02","M","NT"
"Demeton-O","Plums","507","0"," "," "," ","0.02","M","NT"
"Demeton-O","Raspberries","351","0"," "," "," ","0.02","M","NT"
"Demeton-O","Raspberries, Frozen","10","0"," "," "," ","0.02","M","NT"
"Demeton-O","Summer Squash","363","0"," "," "," ","0.02","M","NT"
"Demeton-S","Celery","346","0"," "," "," ","0.03","M","NT"
"Demeton-S","Infant Formula, Soy-based","179","0"," "," "," ","0.03","M","NT"
"Demeton-S","Plums","507","0"," "," "," ","0.03","M","NT"
"Demeton-S","Raspberries","322","0"," "," "," ","0.03","M","NT"
"Demeton-S","Raspberries, Frozen","7","0"," "," "," ","0.03","M","NT"
"Demeton-S","Summer Squash","363","0"," "," "," ","0.03","M","NT"
"Demeton-S","Winter Squash","187","0"," "," "," ","0.009","M","NT"
"Demeton-S sulfone","Apple Juice","165","0"," "," "," ","0.004","M","NT"
"Demeton-S sulfone","Celery","346","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Infant Formula, Soy-based","147","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Mushrooms","155","0"," "," "," ","0.004","M","NT"
"Demeton-S sulfone","Plums","507","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Winter Squash","187","0"," "," "," ","0.0015","M","NT"
"Desethyl atrazine","Water, Finished","50","50","100","2.1","330","0.43 - 10","T",""
"Desethyl atrazine","Water, Groundwater","14","2","14.3","41","265","0.43 - 10","T",""
"Desethyl atrazine","Water, Untreated","50","50","100","2.5","920","0.43 - 10","T",""
"Desethyl-desisopropyl atrazine","Water, Finished","50","2","4","25","25","15 - 30","T",""
"Desethyl-desisopropyl atrazine","Water, Groundwater","14","2","14.3","28.3","194","15 - 30","T",""
"Desethyl-desisopropyl atrazine","Water, Untreated","50","8","16","25","50","15 - 30","T",""
"Desisopropyl atrazine","Water, Finished","50","28","56","5.2","110","3.1 - 50","T",""
"Desisopropyl atrazine","Water, Groundwater","14","2","14.3","15","83","3.1 - 50","T",""
"Desisopropyl atrazine","Water, Untreated","50","33","66","5.2","370","3.1 - 50","T",""
"Dialifos","Celery","346","0"," "," "," ","0.005","M","NT"
"Dialifos","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","NT"
"Dialifos","Plums","507","0"," "," "," ","0.005","M","NT"
"Dialifos","Raspberries","351","0"," "," "," ","0.005","M","NT"
"Dialifos","Raspberries, Frozen","10","0"," "," "," ","0.005","M","NT"
"Dialifos","Summer Squash","363","0"," "," "," ","0.005","M","NT"
"Diazinon","Apple Juice","379","0"," "," "," ","0.005","M","0.50"
"Diazinon","Baby Food - Applesauce","379","0"," "," "," ","0.002","M","0.50"
"Diazinon","Baby Food - Peas","378","0"," "," "," ","0.2","M","0.50"
"Diazinon","Bananas","708","0"," "," "," ","0.01","M","0.20"
"Diazinon","Broccoli","708","0"," "," "," ","0.002","M","0.70"
"Diazinon","Butter","505","0"," "," "," ","0.0011","M","NT"
"Diazinon","Carrots","712","38","5.3","0.002","0.0375","0.001","M","0.75"
"Diazinon","Cauliflower","473","0"," "," "," ","0.001","M","0.70"
"Diazinon","Celery","558","1","0.2","0.051","0.051","0.001 - 0.0025","M","0.70"
"Diazinon","Fish, Salmon","323","0"," "," "," ","0.005","M","NA"
"Diazinon","Grape Juice","176","0"," "," "," ","0.005","M","0.75"
"Diazinon","Green Beans","378","1","0.3","0.093","0.093","0.001","M","0.50"
"Diazinon","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Diazinon","Mushrooms","532","0"," "," "," ","0.005","M","0.75"
"Diazinon","Nectarines","543","0"," "," "," ","0.001","M","0.20"
"Diazinon","Peaches","285","0"," "," "," ","0.002","M","0.20"
"Diazinon","Plums","507","0"," "," "," ","0.0025","M","0.20"
"Diazinon","Raspberries","652","0"," "," "," ","0.0025 - 0.01","M","0.75"
"Diazinon","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.01","M","0.75"
"Diazinon","Summer Squash","709","0"," "," "," ","0.0025 - 0.2","M","0.50"
"Diazinon","Water, Finished","50","0"," "," "," ","3.3 - 30","T",""
"Diazinon","Water, Groundwater","14","1","7.1","81","81","3.3 - 30","T",""
"Diazinon","Water, Untreated","50","0"," "," "," ","3.3 - 30","T",""
"Diazinon","Winter Squash","187","0"," "," "," ","0.0015","M","0.75"
"Diazinon oxygen analog","Baby Food - Applesauce","379","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Baby Food - Peas","378","0"," "," "," ","0.03","M","0.50"
"Diazinon oxygen analog","Bananas","708","0"," "," "," ","0.0077","M","0.20"
"Diazinon oxygen analog","Broccoli","708","0"," "," "," ","0.001","M","0.70"
"Diazinon oxygen analog","Butter","740","0"," "," "," ","0.0011","M","NT"
"Diazinon oxygen analog","Carrots","712","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Cauliflower","532","0"," "," "," ","0.001","M","0.70"
"Diazinon oxygen analog","Celery","708","0"," "," "," ","0.001 - 0.005","M","0.70"
"Diazinon oxygen analog","Green Beans","378","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Infant Formula, Dairy-based","177","0"," "," "," ","0.001","M","NT"
"Diazinon oxygen analog","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","NT"
"Diazinon oxygen analog","Nectarines","543","0"," "," "," ","0.001","M","0.20"
"Diazinon oxygen analog","Peaches","285","0"," "," "," ","0.001","M","0.20"
"Diazinon oxygen analog","Plums","507","0"," "," "," ","0.005","M","0.20"
"Diazinon oxygen analog","Raspberries","652","0"," "," "," ","0.005 - 0.0077","M","0.75"
"Diazinon oxygen analog","Raspberries, Frozen","53","0"," "," "," ","0.005 - 0.0077","M","0.75"
"Diazinon oxygen analog","Summer Squash","709","0"," "," "," ","0.005 - 0.06","M","0.50"
"Diazinon oxygen analog","Water, Finished","7","0"," "," "," ","50","T",""
"Diazinon oxygen analog","Water, Groundwater","12","0"," "," "," ","50","T",""
"Diazinon oxygen analog","Water, Untreated","7","0"," "," "," ","50","T",""
"Diazinon oxygen analog","Winter Squash","187","0"," "," "," ","0.003","M","0.75"
"Dibromochloropropane (DBCP)","Water, Finished","43","0"," "," "," ","8.1","T",""
"Dibromochloropropane (DBCP)","Water, Groundwater","2","0"," "," "," ","8.1","T",""
"Dibromochloropropane (DBCP)","Water, Untreated","43","0"," "," "," ","8.1","T",""
"Dicamba","Water, Finished","50","0"," "," "," ","15 - 67","T",""
"Dicamba","Water, Groundwater","14","0"," "," "," ","15 - 67","T",""
"Dicamba","Water, Untreated","50","0"," "," "," ","15 - 67","T",""
"Dichlobenil","Apple Juice","379","0"," "," "," ","0.01","M","0.5"
"Dichlobenil","Baby Food - Applesauce","357","0"," "," "," ","0.001","M","0.5"
"Dichlobenil","Bananas","708","0"," "," "," ","0.0069","M","NT"
"Dichlobenil","Broccoli","707","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Butter","756","0"," "," "," ","0.0027","M","NT"
"Dichlobenil","Cauliflower","532","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Celery","708","0"," "," "," ","0.0022 - 0.0025","M","NT"
"Dichlobenil","Fish, Salmon","352","0"," "," "," ","0.01","M","NA"
"Dichlobenil","Grape Juice","176","0"," "," "," ","0.01","M","0.15"
"Dichlobenil","Infant Formula, Dairy-based","177","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Dichlobenil","Peaches","285","0"," "," "," ","0.005","M","0.15"
"Dichlobenil","Plums","507","0"," "," "," ","0.0025","M","0.15"
"Dichlobenil","Raspberries","652","0"," "," "," ","0.0025 - 0.0069","M","0.10"
"Dichlobenil","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.0069","M","0.10"
"Dichlobenil","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Dichlobenil","Water, Finished","7","0"," "," "," ","5","T",""
"Dichlobenil","Water, Groundwater","12","0"," "," "," ","5","T",""
"Dichlobenil","Water, Untreated","7","0"," "," "," ","5","T",""
"Dichlobenil","Winter Squash","187","0"," "," "," ","0.003","M","NT"
"Dichlofluanid","Bananas","708","0"," "," "," ","0.035","M","NT"
"Dichlofluanid","Raspberries","301","0"," "," "," ","0.035","M","NT"
"Dichlofluanid","Raspberries, Frozen","43","0"," "," "," ","0.035","M","NT"
"Dichlorprop","Water, Finished","50","1","2","1.22","1.22","0.73 - 15","T",""
"Dichlorprop","Water, Groundwater","14","0"," "," "," ","0.73 - 15","T",""
"Dichlorprop","Water, Untreated","50","1","2","1.22","1.22","0.73 - 15","T",""
"Dichlorvos (DDVP)","Apple Juice","379","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Baby Food - Peas","378","0"," "," "," ","0.06","M","0.5"
"Dichlorvos (DDVP)","Bananas","708","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Butter","756","0"," "," "," ","0.0036","M","0.5"
"Dichlorvos (DDVP)","Carrots","243","0"," "," "," ","0.007","M","0.5"
"Dichlorvos (DDVP)","Celery","708","0"," "," "," ","0.01 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Fish, Salmon","323","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Grape Juice","176","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Green Beans","378","0"," "," "," ","0.06","M","0.5"
"Dichlorvos (DDVP)","Infant Formula, Dairy-based","177","0"," "," "," ","0.003","M","0.02"
"Dichlorvos (DDVP)","Infant Formula, Soy-based","179","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Mushrooms","532","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Nectarines","543","0"," "," "," ","0.01","M","0.5"
"Dichlorvos (DDVP)","Plums","507","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Raspberries","652","0"," "," "," ","0.005 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Raspberries, Frozen","53","0"," "," "," ","0.005 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Summer Squash","709","0"," "," "," ","0.02 - 0.06","M","0.5"
"Dichlorvos (DDVP)","Water, Finished","7","0"," "," "," ","30","T",""
"Dichlorvos (DDVP)","Water, Groundwater","12","0"," "," "," ","30","T",""
"Dichlorvos (DDVP)","Water, Untreated","7","0"," "," "," ","30","T",""
"Dichlorvos (DDVP)","Winter Squash","187","0"," "," "," ","0.012","M","0.5"
"Diclofop methyl","Fish, Salmon","352","0"," "," "," ","0.001","M","NA"
"Diclofop methyl","Grape Juice","146","0"," "," "," ","0.001","M","NT"
"Dicloran","Apple Juice","379","0"," "," "," ","0.016","M","NT"
"Dicloran","Baby Food - Applesauce","379","0"," "," "," ","0.001","M","NT"
"Dicloran","Bananas","708","0"," "," "," ","0.02","M","NT"
"Dicloran","Broccoli","707","1","0.1","0.035","0.035","0.005","M","NT"
"Dicloran","Butter","739","0"," "," "," ","0.0027 - 0.009","M","NT"
"Dicloran","Carrots","711","0"," "," "," ","0.006","M","10"
"Dicloran","Cauliflower","532","0"," "," "," ","0.0022","M","NT"
"Dicloran","Celery","708","266","37.6","0.0037","2.5","0.0022 - 0.01","M","15"
"Dicloran","Fish, Salmon","322","0"," "," "," ","0.016","M","NA"
"Dicloran","Grape Juice","176","0"," "," "," ","0.016","M","10"
"Dicloran","Green Beans","378","20","5.3","0.11","1.5","0.1","M","20"
"Dicloran","Infant Formula, Dairy-based","177","0"," "," "," ","0.0022","M","NT"
"Dicloran","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","NT"
"Dicloran","Mushrooms","532","0"," "," "," ","0.016","M","NT"
"Dicloran","Nectarines","543","0"," "," "," ","0.006","M","20"
"Dicloran","Peaches","285","0"," "," "," ","0.005","M","20"
"Dicloran","Plums","507","0"," "," "," ","0.01","M","15"
"Dicloran","Raspberries","652","0"," "," "," ","0.01 - 0.02","M","NT"
"Dicloran","Raspberries, Frozen","53","0"," "," "," ","0.01 - 0.02","M","NT"
"Dicloran","Summer Squash","363","0"," "," "," ","0.01","M","NT"
"Dicloran","Winter Squash","187","0"," "," "," ","0.006 - 0.02","M","NT"
"Dicofol o,p'","Bananas","708","0"," "," "," ","0.015","M","NT"
"Dicofol o,p'","Butter","756","0"," "," "," ","0.0027","M","22.0"
"Dicofol o,p'","Cauliflower","532","0"," "," "," ","0.0022","M","NT"
"Dicofol o,p'","Celery","708","0"," "," "," ","0.0022 - 0.01","M","NT"
"Dicofol o,p'","Infant Formula, Dairy-based","177","0"," "," "," ","0.0022","M","0.75"
"Dicofol o,p'","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","0.5"
"Dicofol o,p'","Plums","507","0"," "," "," ","0.01","M","5.0"
"Dicofol o,p'","Raspberries","652","0"," "," "," ","0.01 - 0.015","M","5.0"
"Dicofol o,p'","Raspberries, Frozen","53","0"," "," "," ","0.01 - 0.015","M","5.0"
"Dicofol o,p'","Summer Squash","363","0"," "," "," ","0.01","M","2.0"
"Dicofol p,p'","Apple Juice","379","0"," "," "," ","0.01","M","10.0"
"Dicofol p,p'","Bananas","708","0"," "," "," ","0.024","M","NT"
"Dicofol p,p'","Butter","756","0"," "," "," ","0.0011","M","22.0"
"Dicofol p,p'","Cauliflower","532","0"," "," "," ","0.001","M","NT"
"Dicofol p,p'","Celery","708","0"," "," "," ","0.001 - 0.005","M","NT"
"Dicofol p,p'","Fish, Salmon","352","0"," "," "," ","0.01","M","NA"
"Dicofol p,p'","Grape Juice","176","0"," "," "," ","0.01","M","5.0"
"Dicofol p,p'","Infant Formula, Dairy-based","177","0"," "," "," ","0.001","M","0.75"
"Dicofol p,p'","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","0.5"
"Dicofol p,p'","Mushrooms","532","0"," "," "," ","0.01","M","NT"
"Dicofol p,p'","Peaches","269","0"," "," "," ","0.005","M","5.0"
"Dicofol p,p'","Plums","507","0"," "," "," ","0.005","M","5.0"
"Dicofol p,p'","Raspberries","652","0"," "," "," ","0.005 - 0.024","M","5.0"
"Dicofol p,p'","Raspberries, Frozen","53","0"," "," "," ","0.005 - 0.024","M","5.0"
"Dicofol p,p'","Summer Squash","363","0"," "," "," ","0.005","M","2.0"
"Dicofol p,p'","Water, Finished","43","0"," "," "," ","23","T",""
"Dicofol p,p'","Water, Groundwater","2","0"," "," "," ","23","T",""
"Dicofol p,p'","Water, Untreated","43","0"," "," "," ","23","T",""
"Dicofol p,p'","Winter Squash","187","0"," "," "," ","0.006","M","2.0"
"Dicofol Total","Green Beans","378","0"," "," "," ","0.15","M","3.0"
"Dicofol Total","Nectarines","543","0"," "," "," ","0.003","M","5.0"
"Dicofol Total","Summer Squash","346","0"," "," "," ","0.15","M","2.0"
"Dicrotophos","Butter","756","0"," "," "," ","0.0018","M","NT"
"Dicrotophos","Cauliflower","532","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Celery","708","0"," "," "," ","0.0015 - 0.0025","M","NT"
"Dicrotophos","Infant Formula, Dairy-based","177","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Plums","507","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Water, Finished","50","0"," "," "," ","0.9 - 7.5","T",""
"Dicrotophos","Water, Groundwater","14","0"," "," "," ","0.9 - 7.5","T",""
"Dicrotophos","Water, Untreated","50","0"," "," "," ","0.9 - 7.5","T",""
"Dicrotophos","Winter Squash","187","0"," "," "," ","0.0015","M","NT"
"Dieldrin","Apple Juice","379","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Baby Food - Applesauce","379","0"," "," "," ","0.005","M","0.03 AL"
"Dieldrin","Baby Food - Peas","378","0"," "," "," ","0.05","M","0.03 AL"
"Dieldrin","Bananas","708","0"," "," "," ","0.02","M","0.02 AL"
"Dieldrin","Broccoli","707","0"," "," "," ","0.005","M","0.03 AL"
"Dieldrin","Butter","720","0"," "," "," ","0.0027","M","0.3 AL"
"Dieldrin","Carrots","712","9","1.3","0.007","0.0144","0.004","M","0.1 AL"
"Dieldrin","Cauliflower","532","0"," "," "," ","0.0022","M","0.03 AL"
"Dieldrin","Celery","708","0"," "," "," ","0.0022 - 0.01","M","0.03 AL"
"Dieldrin","Fish, Salmon","352","0"," "," "," ","0.01","M","0.3 AL"
"Dieldrin","Grape Juice","176","0"," "," "," ","0.01","M","0.05 AL"
"Dieldrin","Green Beans","378","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Infant Formula, Dairy-based","177","0"," "," "," ","0.0022","M","NT"
"Dieldrin","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","0.05 AL"
"Dieldrin","Mushrooms","532","0"," "," "," ","0.01","M","NT"
"Dieldrin","Nectarines","543","0"," "," "," ","0.004","M","0.3 AL"
"Dieldrin","Peaches","285","0"," "," "," ","0.005","M","0.02 AL"
"Dieldrin","Plums","507","0"," "," "," ","0.01","M","0.3 AL"
"Dieldrin","Raspberries","652","0"," "," "," ","0.01 - 0.02","M","0.05 AL"
"Dieldrin","Raspberries, Frozen","53","0"," "," "," ","0.01 - 0.02","M","0.05 AL"
"Dieldrin","Summer Squash","709","19","2.7","0.011","0.094","0.01 - 0.05","M","0.1 AL"
"Dieldrin","Winter Squash","187","2","1.1","0.01","0.12","0.006","M","0.1 AL"
"Diethofencarb","Celery","346","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Plums","507","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Difenoconazole","Apple Juice","379","0"," "," "," ","0.01","M","1.0"
"Difenoconazole","Baby Food - Applesauce","379","0"," "," "," ","0.005","M","1.0"
"Difenoconazole","Bananas","708","0"," "," "," ","0.0049","M","0.2"
"Difenoconazole","Broccoli","708","1","0.1","0.019","0.019","0.005","M","1.9"
"Difenoconazole","Butter","756","0"," "," "," ","0.0036","M","NT"
"Difenoconazole","Carrots","712","11","1.5","0.002","0.0072","0.001","M","0.50"
"Difenoconazole","Cauliflower","532","0"," "," "," ","0.003","M","1.9"
"Difenoconazole","Celery","708","2","0.3","0.004","0.0058","0.003 - 0.005","M","NT"
"Difenoconazole","Fish, Salmon","88","0"," "," "," ","0.01","M","NA"
"Difenoconazole","Grape Juice","176","0"," "," "," ","0.01","M","4.0"
"Difenoconazole","Green Beans","378","0"," "," "," ","0.005","M","NT"
"Difenoconazole","Infant Formula, Dairy-based","177","0"," "," "," ","0.003","M","0.01"
"Difenoconazole","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","0.15"
"Difenoconazole","Nectarines","543","5","0.9","0.002","0.0041","0.001","M","2.5"
"Difenoconazole","Peaches","285","6","2.1","0.007","0.038","0.005","M","2.5"
"Difenoconazole","Plums","507","0"," "," "," ","0.005","M","2.5"
"Difenoconazole","Raspberries","652","1","0.2","0.098","0.098","0.0049 - 0.005","M","NT"
"Difenoconazole","Raspberries, Frozen","53","0"," "," "," ","0.0049 - 0.005","M","NT"
"Difenoconazole","Summer Squash","709","3","0.4","0.0053","0.0086","0.005","M","0.70"
"Difenoconazole","Water, Finished","50","0"," "," "," ","3.2 - 7.5","T",""
"Difenoconazole","Water, Groundwater","14","0"," "," "," ","3.2 - 7.5","T",""
"Difenoconazole","Water, Untreated","50","0"," "," "," ","3.2 - 7.5","T",""
"Difenoconazole","Winter Squash","187","0"," "," "," ","0.003","M","0.70"
"Diflubenzuron","Apple Juice","379","0"," "," "," ","0.003","M","NT"
"Diflubenzuron","Bananas","708","0"," "," "," ","0.15","M","NT"
"Diflubenzuron","Butter","756","0"," "," "," ","0.0018 - 0.006","M","NT"
"Diflubenzuron","Carrots","712","0"," "," "," ","0.002","M","NT"
"Diflubenzuron","Cauliflower","516","0"," "," "," ","0.0015","M","NT"
"Diflubenzuron","Celery","708","0"," "," "," ","0.0015 - 0.02","M","NT"
"Diflubenzuron","Fish, Salmon","264","0"," "," "," ","0.002","M","NA"
"Diflubenzuron","Grape Juice","176","0"," "," "," ","0.003","M","NT"
"Diflubenzuron","Infant Formula, Dairy-based","177","0"," "," "," ","0.0015","M","0.05"
"Diflubenzuron","Infant Formula, Soy-based","179","0"," "," "," ","0.02","M","0.05"
"Diflubenzuron","Mushrooms","532","0"," "," "," ","0.003","M","0.2"
"Diflubenzuron","Nectarines","543","2","0.4","0.005","0.005","0.003","M","0.07"
"Diflubenzuron","Plums","507","0"," "," "," ","0.02","M","0.07"
"Diflubenzuron","Raspberries","652","0"," "," "," ","0.02 - 0.15","M","NT"
"Diflubenzuron","Raspberries, Frozen","53","0"," "," "," ","0.02 - 0.15","M","NT"
"Diflubenzuron","Summer Squash","363","0"," "," "," ","0.02","M","NT"
"Diflubenzuron","Winter Squash","187","0"," "," "," ","0.012","M","NT"
"Dimethenamid","Apple Juice","379","0"," "," "," ","0.003","M","NT"
"Dimethenamid","Bananas","708","0"," "," "," ","0.007","M","NT"
"Dimethenamid","Butter","756","0"," "," "," ","0.0011","M","NT"
"Dimethenamid","Cauliflower","532","0"," "," "," ","0.001","M","NT"
"Dimethenamid","Celery","708","0"," "," "," ","0.001 - 0.0025","M","NT"
"Dimethenamid","Fish, Salmon","323","0"," "," "," ","0.002","M","NA"
"Dimethenamid","Grape Juice","176","0"," "," "," ","0.003","M","NT"
"Dimethenamid","Infant Formula, Dairy-based","177","0"," "," "," ","0.001","M","NT"
"Dimethenamid","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","0.01"
"Dimethenamid","Mushrooms","532","0"," "," "," ","0.003","M","NT"
"Dimethenamid","Plums","507","0"," "," "," ","0.0025","M","NT"
"Dimethenamid","Raspberries","652","0"," "," "," ","0.0025 - 0.007","M","NT"
"Dimethenamid","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.007","M","NT"
"Dimethenamid","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Dimethenamid","Winter Squash","187","0"," "," "," ","0.0015","M","0.01"
"Dimethenamid ethanesulfonic acid (ESA)","Water, Finished","7","0"," "," "," ","2","T",""
"Dimethenamid ethanesulfonic acid (ESA)","Water, Groundwater","12","1","8.3","3","3","2","T",""
"Dimethenamid ethanesulfonic acid (ESA)","Water, Untreated","7","0"," "," "," ","2","T",""
"Dimethenamid oxanilic acid (OA)","Water, Finished","50","8","16","1.05","5.9","0.63 - 3","T",""
"Dimethenamid oxanilic acid (OA)","Water, Groundwater","14","1","7.1","1.05","1.05","0.63 - 3","T",""
"Dimethenamid oxanilic acid (OA)","Water, Untreated","50","8","16","1.05","37","0.63 - 3","T",""
"Dimethenamid/Dimethenamid P","Water, Finished","50","12","24","1.52","4.3","0.91 - 10","T",""
"Dimethenamid/Dimethenamid P","Water, Groundwater","14","0"," "," "," ","0.91 - 10","T",""
"Dimethenamid/Dimethenamid P","Water, Untreated","50","14","28","1.52","9.9","0.91 - 10","T",""
"Dimethoate","Apple Juice","379","0"," "," "," ","0.005","M","NT"
